Date,Month,Channel,Owner,Brand,Pack Size,Pack Type,SKU,Price Tier,Points,Sales Value,Distribution,Cost of Sales,Price,Gross Profit,Indirect Costs,Operating Profit,Unit Sales Monthly Change,Sales Value Monthly Change,Distribution Monthly Change,Cost of Sales Monthly Change,Price Monthly Change,Gross Profit Monthly Change,Indirect Costs Monthly Change,Operating Profit Monthly Change
01/07/2012,Jul-12,Derrick William  ,Black Mesa,Iota,12,Giftset,Iota 12 Pack Giftset,Regular,578,57491,96.03,146.06,99.47,57344.94,53539.56,3805.38,-35,-2711,0.52,-6.89,1.26,-2704.11,-2524.49,-179.62
01/07/2012,Jul-12,Daryll Clar  ,Black Mesa,Iota,12,Standard,Iota 12 Pack Standard,Regular,898,80965,96.44,205.7,90.16,80759.3,75400.61,5358.69,-158,-12686,-1.13,-32.23,1.48,-12653.77,-11813.93,-839.84
01/07/2012,Jul-12,Zach Zwina  ,Black Mesa,Lambda,8,Standard,Lambda 8 Pack Standard,Budget,993,60520,74.58,153.76,60.95,60366.24,56360.76,4005.48,17,1221,1.14,3.11,0.19,1217.89,1137.08,80.81
01/07/2012,Jul-12,Eric McCo,Black Mesa,Lambda,12,Standard,Lambda 12 Pack Standard,Budget,3274,185288,98.61,470.74,56.59,184817.26,172553.3,12263.96,-17,-999,0.22,-2.54,-0.01,-996.46,-930.35,-66.11
01/07/2012,Jul-12,Chris Godwi  ,Black Mesa,Mu,12,Standard,Mu 12 Pack Standard,Premium,146,22870,49.43,58.1,156.64,22811.9,21298.37,1513.53,11,1875,10.14,4.76,1.12,1870.24,1746.69,123.55
01/07/2012,Jul-12,Derek Moy  ,Black Mesa,Theta,6,Standard,Theta 6 Pack Standard,Regular,161,16386,17.22,41.63,101.78,16344.37,15259.82,1084.55,-41,-4163,-1.55,-10.58,0.05,-4152.42,-3877.26,-275.16
01/07/2012,Jul-12,Bill Belto  ,Black Mesa,Theta,8,Standard,Theta 8 Pack Standard,Regular,864,77675,86.17,197.34,89.9,77477.66,72336.91,5140.75,56,3090,-1.83,7.85,-2.41,3082.15,2878.19,203.96
01/07/2012,Jul-12,Austin Scot  ,Black Mesa,Theta,12,Deluxe,Theta 12 Pack Deluxe,Regular,771,66754,77.14,169.6,86.58,66584.4,62165.74,4418.66,-167,-14089,-2.43,-35.79,0.39,-14053.21,-13120.88,-932.33
01/07/2012,Jul-12,Allen Robinso  ,Black Mesa,Theta,12,Giftset,Theta 12 Pack Giftset,Regular,1909,176837,98.48,449.27,92.63,176387.73,164683.69,11704.04,-245,-22409,-0.86,-56.94,0.13,-22352.06,-20868.67,-1483.39
01/07/2012,Jul-12,Stephfon Gree  ,Black Mesa,Theta,12,Standard,Theta 12 Pack Standard,Regular,3197,248232,99.02,630.66,77.65,247601.34,231171.47,16429.87,-952,-67070,-0.62,-170.39,1.66,-66899.61,-62460.21,-4439.4
01/07/2012,Jul-12,Jordan Norwoo  ,Black Mesa,Theta,18,Standard,Theta 18 Pack Standard,Regular,43672,2625907,99.59,6671.39,60.13,2619235.61,2445433.43,173802.18,19182,1130443,0.18,2872.01,-0.93,1127570.99,1052749.95,74821.04
01/07/2012,Jul-12,Zack Mill  ,LexCorp,Gamma,12,Standard,Gamma 12 Pack Standard,Budget,1886,117717,97.24,299.07,62.42,117417.93,109626.52,7791.41,7,-1041,-1.77,-2.65,-0.78,-1038.35,-969.45,-68.9
01/07/2012,Jul-12,Rodney Kinla  ,MomCorp,Alpha,12,Standard,Alpha 12 Pack Standard,Regular,1200,97840,75.58,248.57,81.53,97591.43,91115.26,6476.17,266,19975,3.14,50.74,-1.84,19924.26,18601.78,1322.48
01/07/2012,Jul-12,Jesse Jame  ,MomCorp,Alpha,18,Standard,Alpha 18 Pack Standard,Regular,2279,169900,95.44,431.65,74.55,169468.35,158222.71,11245.64,448,32928,0.76,83.66,-0.26,32844.34,30664.37,2179.97
01/07/2012,Jul-12,Tony Johnso  ,Rekall,Beta,8,Standard,Beta 8 Pack Standard,Premium,1310,152160,97.67,386.58,116.15,151773.42,141702.32,10071.1,-145,-14020,-1.58,-35.62,1.94,-13984.38,-13056.61,-927.77
01/07/2012,Jul-12,Ryan Primant,Rekall,Beta,12,Deluxe,Beta 12 Pack Deluxe,Premium,370,44551,38.98,113.18,120.41,44437.82,41488.72,2949.1,-133,-15220,-3.07,-38.67,1.58,-15181.33,-14174.14,-1007.19
01/07/2012,Jul-12,Anthony Fer  ,Rekall,Beta,12,Giftset,Beta 12 Pack Giftset,Premium,2953,347113,97.36,881.87,117.55,346231.13,323256.18,22974.95,341,41479,0.48,105.37,0.54,41373.63,38627.86,2745.77
01/07/2012,Jul-12,Graham Zu  ,Rekall,Beta,12,Standard,Beta 12 Pack Standard,Premium,4436,468597,99.71,1190.52,105.64,467406.48,436391.19,31015.29,188,21725,-0.29,55.19,0.44,21669.81,20232.27,1437.54
01/07/2012,Jul-12,DaeSean Hamilto  ,Rekall,Beta,18,Standard,Beta 18 Pack Standard,Premium,5094,494312,97.54,1255.85,97.04,493056.15,460338.65,32717.5,-5453,-443543,0.4,-1126.87,8.12,-442416.13,-413059.48,-29356.65
01/07/2012,Jul-12,Silas Red  ,Rekall,Beta,60,Standard,Beta 60 Pack Standard,Premium,649,65927,30.08,167.5,101.58,65759.5,61395.77,4363.73,-28,-3272,-2.53,-8.31,-0.63,-3263.69,-3047.49,-216.2
01/07/2012,Jul-12,Bryant Johnso  ,Stark Ind,Omega,12,Standard,Omega 12 Pack Standard,Budget,434,27334,67.37,69.44,62.98,27264.56,25455.01,1809.55,-234,-14041,-6.42,-35.67,1.04,-14005.33,-13076.18,-929.15
01/07/2012,Jul-12,Michael Zordic  ,Tyrell Corp,Kappa,8,Standard,Kappa 8 Pack Standard,Regular,1077,83959,92.39,213.31,77.96,83745.69,78188.27,5557.42,-65,-5928,-4.43,-15.06,-0.75,-5912.94,-5520.59,-392.35
01/07/2012,Jul-12,Joey Juliu  ,Tyrell Corp,Kappa,12,Standard,Kappa 12 Pack Standard,Regular,3073,215267,98.74,546.91,70.05,214720.09,200472.45,14247.64,-2287,-143559,-1.17,-364.72,3.1,-143194.28,-133692.47,-9501.81
01/07/2012,Jul-12,Geno Lewi  ,Tyrell Corp,Kappa,18,Standard,Kappa 18 Pack Standard,Regular,4139,268940,93.9,683.27,64.98,268256.73,250456.61,17800.12,-560,-32004,-0.84,-81.31,0.94,-31922.69,-29803.86,-2118.83
01/07/2012,Jul-12,Andrew Quarles  ,Wayne Ent,Pi,12,Giftset,Pi 12 Pack Giftset,Regular,417,35679,65.23,90.65,85.56,35588.35,33226.85,2361.5,-14,-765,0.76,-1.94,1,-763.06,-712.42,-50.64
01/07/2012,Jul-12,Christian Hackenber  ,Aperture,Delta,12,Standard,Delta 12 Pack Standard,Budget,703,41428,19.82,105.25,58.93,41322.75,38580.35,2742.4,-390,-18684,-1.77,-47.47,3.93,-18636.53,-17400.44,-1236.09
01/07/2012,Jul-12,Chaz Powel  ,Aperture,Eta,12,Standard,Eta 12 Pack Standard,Budget,514,24212,4.11,61.51,47.11,24150.49,22547.77,1602.72,-114,-3939,-0.07,-10.01,2.28,-3928.99,-3668.28,-260.71
01/07/2012,Jul-12,Trace McSorle  ,Aperture,Omicron,8,Standard,Omicron 8 Pack Standard,Regular,3603,247638,21.12,629.15,68.73,247008.85,230618.29,16390.56,1219,61353,1.41,155.88,-9.41,61197.12,57136.31,4060.81
01/07/2012,Jul-12,Akeel Lync  ,Aperture,Omicron,12,Deluxe,Omicron 12 Pack Deluxe,Regular,364,34586,9.33,87.87,95.02,34498.13,32209.34,2288.79,-93,-9765,-0.84,-24.81,-2.03,-9740.19,-9093.87,-646.32
01/07/2012,Jul-12,Matt McGloi  ,Aperture,Omicron,12,Giftset,Omicron 12 Pack Giftset,Regular,2015,196635,37.95,499.57,97.59,196135.43,183120.62,13014.81,-204,-19577,2.83,-49.74,0.15,-19527.26,-18231.34,-1295.92
01/07/2012,Jul-12,Brett Bracket  ,Aperture,Omicron,12,Standard,Omicron 12 Pack Standard,Regular,4990,367280,35.4,933.11,73.6,366346.89,342037.31,24309.58,321,15811,2.22,40.17,-1.68,15770.83,14723.95,1046.88
01/07/2012,Jul-12,Sean McHug  ,Aperture,Omicron,18,Standard,Omicron 18 Pack Standard,Regular,9221,616960,45.61,1567.45,66.91,615392.55,574557.07,40835.48,-16518,-922309,5.09,-2343.22,7.11,-919965.78,-858920.56,-61045.22
01/07/2012,Jul-12,Mike Gesick  ,Aperture,Sigma,12,Giftset,Sigma 12 Pack Giftset,Premium,491,78172,14.38,198.61,159.21,77973.39,72799,5174.39,21,-259,-2.5,-0.66,-7.66,-258.34,-241.95,-16.39
01/07/2012,Jul-12,Andre Robinso  ,Aperture,Sigma,12,Standard,Sigma 12 Pack Standard,Premium,815,128165,26.05,325.62,157.26,127839.38,119356.82,8482.56,-254,-35910,-2.55,-91.23,3.78,-35818.77,-33441.98,-2376.79
01/07/2012,Jul-12,Rashard Case,Aperture,Tau,12,Standard,Tau 12 Pack Standard,Regular,293,23636,13.93,60.05,80.67,23575.95,22011.92,1564.03,-5,-1051,-0.61,-2.67,-2.17,-1048.33,-978.39,-69.94
01/07/2012,Jul-12,Terrell Golde  ,Black Mesa,Epsilon,12,Standard,Epsilon 12 Pack Standard,Budget,376,21185,5.7,53.83,56.34,21131.17,19729.36,1401.81,-19,-1415,-0.37,-3.59,-0.88,-1411.41,-1317.57,-93.84
01/07/2012,Jul-12,Saeed Blacknal  ,Black Mesa,Iota,12,Giftset,Iota 12 Pack Giftset,Regular,310,31607,13.58,80.3,101.96,31526.7,29434.52,2092.18,-17,-1508,-0.25,-3.83,0.69,-1504.17,-1404.17,-100
01/07/2012,Jul-12,Mike Luka  ,Black Mesa,Iota,12,Standard,Iota 12 Pack Standard,Regular,1172,108172,35.09,274.82,92.3,107897.18,100737.72,7159.46,-8,170,3.57,0.43,0.77,169.57,158.12,11.45
01/07/2012,Jul-12,Kyle Carte  ,Black Mesa,Lambda,8,Standard,Lambda 8 Pack Standard,Budget,494,32150,12.23,81.68,65.08,32068.32,29940.2,2128.12,-42,-3159,0.02,-8.03,-0.8,-3150.97,-2941.89,-209.08
01/07/2012,Jul-12,Mark Alle  ,Black Mesa,Lambda,12,Standard,Lambda 12 Pack Standard,Budget,2021,120127,27.18,305.2,59.44,119821.8,111870.51,7951.29,37,2847,1.41,7.24,0.33,2839.76,2651.32,188.44
01/07/2012,Jul-12,Mickey Shule  ,Black Mesa,Mu,12,Standard,Mu 12 Pack Standard,Premium,311,50530,11.38,128.38,162.48,50401.62,47057.35,3344.27,-135,-19989,0,-50.78,4.37,-19938.22,-18614.64,-1323.58
01/07/2012,Jul-12,Matt Hah  ,Black Mesa,Theta,6,Standard,Theta 6 Pack Standard,Regular,231,24061,5.89,61.13,104.16,23999.87,22406.96,1592.91,-10,-984,-1.06,-2.5,0.24,-981.5,-916.37,-65.13
01/07/2012,Jul-12,Joe Suhe  ,Black Mesa,Theta,8,Standard,Theta 8 Pack Standard,Regular,1378,131735,27.85,334.69,95.6,131400.31,122681.47,8718.84,-353,-29281,0.24,-74.39,2.58,-29206.61,-27268.19,-1938.42
01/07/2012,Jul-12,Matt Sennec,Black Mesa,Theta,12,Deluxe,Theta 12 Pack Deluxe,Regular,308,28127,10.72,71.46,91.32,28055.54,26193.7,1861.84,-23,-1697,0.53,-4.31,1.22,-1692.69,-1580.18,-112.51
01/07/2012,Jul-12,Brandon Felde  ,Black Mesa,Theta,12,Giftset,Theta 12 Pack Giftset,Regular,1434,137006,23.01,348.08,95.54,136657.92,127589.63,9068.29,-203,-20151,0.06,-51.2,-0.46,-20099.8,-18766.62,-1333.18
01/07/2012,Jul-12,Ethan Kilme  ,Black Mesa,Theta,12,Standard,Theta 12 Pack Standard,Regular,6425,519875,48.98,1320.8,80.91,518554.2,484144.73,34409.47,-609,-38472,4.83,-97.74,1.53,-38374.26,-35827.91,-2546.35
01/07/2012,Jul-12,Matt Lehma,Black Mesa,Theta,18,Standard,Theta 18 Pack Standard,Regular,33726,2035202,46.18,5170.64,60.35,2030031.36,1895325.99,134705.37,12392,720012,4.86,1829.26,-1.3,718182.74,670526.27,47656.47
01/07/2012,Jul-12,Adam Brenema  ,LexCorp,Gamma,12,Standard,Gamma 12 Pack Standard,Budget,779,55937,24.81,142.12,71.81,55794.88,52092.92,3701.96,-309,-20729,-0.62,-52.66,1.34,-20676.34,-19304.15,-1372.19
01/07/2012,Jul-12,Kevin Newsom  ,MomCorp,Alpha,12,Standard,Alpha 12 Pack Standard,Regular,3542,267498,43.18,679.61,75.52,266818.39,249113.35,17705.04,-3103,-227334,0.13,-577.56,1.05,-226756.44,-211709.74,-15046.7
01/07/2012,Jul-12,Isaac Smolk  ,MomCorp,Alpha,18,Standard,Alpha 18 Pack Standard,Regular,461,37048,11.03,94.12,80.36,36953.88,34501.94,2451.94,20,3222,0.36,8.18,3.66,3213.82,3000.55,213.27
01/07/2012,Jul-12,Ricky Upto  ,Rekall,Beta,8,Standard,Beta 8 Pack Standard,Premium,874,107461,17.11,273.01,122.95,107187.99,100075.04,7112.95,-619,-64412,-16.27,-163.65,7.83,-64248.35,-59985.44,-4262.91
01/07/2012,Jul-12,Paul Jefferso  ,Rekall,Beta,12,Deluxe,Beta 12 Pack Deluxe,Premium,209,26538,4.45,67.42,126.98,26470.58,24714.09,1756.49,-47,-5838,-0.17,-14.83,0.51,-5823.17,-5436.77,-386.4
01/07/2012,Jul-12,Brandon Sno  ,Rekall,Beta,12,Giftset,Beta 12 Pack Giftset,Premium,1715,218334,22.93,554.7,127.31,217779.3,203328.3,14451,-53,-5077,1.31,-12.9,0.95,-5064.1,-4727.69,-336.41
01/07/2012,Jul-12,Devon Smit  ,Rekall,Beta,12,Standard,Beta 12 Pack Standard,Premium,4925,551419,46.49,1400.93,111.96,550018.07,513520.59,36497.48,-693,-57215,5.24,-145.37,3.62,-57069.63,-53283.11,-3786.52
01/07/2012,Jul-12,Dan Lawlo  ,Rekall,Beta,18,Standard,Beta 18 Pack Standard,Premium,2906,301954,28.26,767.14,103.91,301186.86,281200.88,19985.98,-2804,-228739,0.51,-581.14,10.97,-228157.86,-213018.91,-15138.95
01/07/2012,Jul-12,Justin Brow  ,Rekall,Beta,60,Standard,Beta 60 Pack Standard,Premium,149,19033,2.64,48.35,127.74,18984.65,17725.09,1259.56,-54,-7084,-0.41,-18,-0.92,-7066,-6596.75,-469.25
01/07/2012,Jul-12,David Kimbal  ,Stark Ind,Omega,12,Standard,Omega 12 Pack Standard,Budget,1183,76976,25.08,195.56,65.07,76780.44,71685.95,5094.49,-285,-16060,1.37,-40.81,1.69,-16019.19,-14955.85,-1063.34
01/07/2012,Jul-12,Tony Stewar,Tyrell Corp,Kappa,8,Standard,Kappa 8 Pack Standard,Regular,17742,1077680,47.5,2737.96,60.74,1074942.04,1003613.39,71328.65,-21129,-1258454,-6.21,-3197.23,0.64,-1255256.77,-1171961.92,-83294.85
01/07/2012,Jul-12,Miles Sander,Tyrell Corp,Kappa,12,Standard,Kappa 12 Pack Standard,Regular,4583,339267,39.24,861.94,74.03,338405.06,315949.78,22455.28,-878,-65460,3.31,-166.31,-0.08,-65293.69,-60961.05,-4332.64
01/07/2012,Jul-12,Kenny Watso,Tyrell Corp,Kappa,18,Standard,Kappa 18 Pack Standard,Regular,1084,81008,21.23,205.81,74.73,80802.19,75440.28,5361.91,-178,-9689,-1.08,-24.61,2.86,-9664.39,-9023.47,-640.92
01/07/2012,Jul-12,Rich Gardne  ,Wayne Ent,Pi,12,Giftset,Pi 12 Pack Giftset,Regular,964,60589,10.96,153.93,62.85,60435.07,56424.46,4010.61,504,22852,1.51,58.06,-19.19,22793.94,21281.06,1512.88
01/08/2012,Aug-12,Justin Kin  ,Aperture,Delta,12,Standard,Delta 12 Pack Standard,Budget,2753,147526,98.2,374.8,53.59,147151.2,137386.44,9764.76,924,44317,0.71,112.59,-2.84,44204.41,41270.81,2933.6
01/08/2012,Aug-12,John Gilmor,Aperture,Eta,12,Standard,Eta 12 Pack Standard,Budget,715,32032,15.02,81.38,44.8,31950.62,29830.68,2119.94,56,1008,1.04,2.56,-2.28,1005.44,938.72,66.72
01/08/2012,Aug-12,Brandon Pol  ,Aperture,Omicron,8,Standard,Omicron 8 Pack Standard,Regular,373,32646,30.32,82.94,87.52,32563.06,30402.3,2160.76,102,8908,2.87,22.63,-0.07,8885.37,8295.4,589.97
01/08/2012,Aug-12,Omar Eas,Aperture,Omicron,12,Deluxe,Omicron 12 Pack Deluxe,Regular,352,30732,43.92,78.08,87.31,30653.92,28619.84,2034.08,-40,-3462,4.92,-8.79,0.08,-3453.21,-3224.07,-229.14
01/08/2012,Aug-12,A.J. Wallac  ,Aperture,Omicron,12,Giftset,Omicron 12 Pack Giftset,Regular,1580,150395,99.24,382.09,95.19,150012.91,140058.44,9954.47,-549,-45722,0.45,-116.17,3.07,-45605.83,-42579.97,-3025.86
01/08/2012,Aug-12,DeAndre Thompkin  ,Aperture,Omicron,12,Standard,Omicron 12 Pack Standard,Regular,1979,141359,68.69,359.14,71.43,140999.86,131644.03,9355.83,498,32236,-1.34,81.9,-2.25,32154.1,30020.66,2133.44
01/08/2012,Aug-12,Brandon Beachu  ,Aperture,Omicron,18,Standard,Omicron 18 Pack Standard,Regular,20721,1284181,99.36,3262.6,61.97,1280918.4,1195921.22,84997.18,9563,565315,-0.08,1436.25,-2.46,563878.75,526461.6,37417.15
01/08/2012,Aug-12,Terrance Phillip,Aperture,Sigma,12,Giftset,Sigma 12 Pack Giftset,Premium,443,74282,95.49,188.72,167.68,74093.28,69177.1,4916.18,-122,-15966,19.37,-40.56,7.95,-15925.44,-14868.13,-1057.31
01/08/2012,Aug-12,Mike Gasparat  ,Aperture,Sigma,12,Standard,Sigma 12 Pack Standard,Premium,773,116813,97.48,296.78,151.12,116516.22,108785.03,7731.19,9,2595,2.69,6.6,1.62,2588.4,2416.65,171.75
01/08/2012,Aug-12,Casey William  ,Aperture,Tau,12,Standard,Tau 12 Pack Standard,Regular,705,52373,96.07,133.06,74.29,52239.94,48773.32,3466.62,24,1336,1.7,3.39,-0.65,1332.61,1243.82,88.79
01/08/2012,Aug-12,Pat Devli  ,Black Mesa,Epsilon,12,Standard,Epsilon 12 Pack Standard,Budget,536,29092,45.44,73.91,54.28,29018.09,27092.74,1925.35,-93,-5204,1.67,-13.22,-0.24,-5190.78,-4846.16,-344.62
01/08/2012,Aug-12,Patrick Hal  ,Black Mesa,Iota,12,Giftset,Iota 12 Pack Giftset,Regular,527,52631,95.43,133.72,99.87,52497.28,49014.14,3483.14,-51,-4860,-0.6,-12.34,0.4,-4847.66,-4525.42,-322.24
01/08/2012,Aug-12,Tony Davi  ,Black Mesa,Iota,12,Standard,Iota 12 Pack Standard,Regular,781,70137,94.87,178.19,89.8,69958.81,65316.61,4642.2,-117,-10828,-1.57,-27.51,-0.36,-10800.49,-10084,-716.49
01/08/2012,Aug-12,Tommy Steven  ,Black Mesa,Lambda,8,Standard,Lambda 8 Pack Standard,Budget,913,55709,72.8,141.53,61.02,55567.47,51880.03,3687.44,-80,-4811,-1.78,-12.23,0.07,-4798.77,-4480.73,-318.04
01/08/2012,Aug-12,Evan Lewi  ,Black Mesa,Lambda,12,Standard,Lambda 12 Pack Standard,Budget,2819,161078,98.41,409.24,57.14,160668.76,150007.21,10661.55,-455,-24210,-0.2,-61.5,0.55,-24148.5,-22546.09,-1602.41
01/08/2012,Aug-12,Nolan McCread  ,Black Mesa,Mu,12,Standard,Mu 12 Pack Standard,Premium,203,32229,63.22,81.88,158.76,32147.12,30013.96,2133.16,57,9359,13.79,23.78,2.12,9335.22,8715.59,619.63
01/08/2012,Aug-12,Nick Scot  ,Black Mesa,Theta,6,Standard,Theta 6 Pack Standard,Regular,175,17762,18.59,45.13,101.5,17716.87,16541.62,1175.25,14,1376,1.37,3.5,-0.28,1372.5,1281.8,90.7
01/08/2012,Aug-12,R.J. Luk,Black Mesa,Theta,8,Standard,Theta 8 Pack Standard,Regular,893,81222,81.81,206.35,90.95,81015.65,75639.76,5375.89,29,3547,-4.36,9.01,1.05,3537.99,3302.85,235.14
01/08/2012,Aug-12,Andrew Guma,Black Mesa,Theta,12,Deluxe,Theta 12 Pack Deluxe,Regular,718,61753,76.79,156.89,86.01,61596.11,57508.46,4087.65,-53,-5001,-0.35,-12.71,-0.57,-4988.29,-4657.28,-331.01
01/08/2012,Aug-12,Nate Cadoga  ,Black Mesa,Theta,12,Giftset,Theta 12 Pack Giftset,Regular,1879,172804,98.7,439.03,91.97,172364.97,160927.67,11437.3,-30,-4033,0.22,-10.24,-0.66,-4022.76,-3756.02,-266.74
01/08/2012,Aug-12,Shamar Finne,Black Mesa,Theta,12,Standard,Theta 12 Pack Standard,Regular,5162,394982,99.9,1003.49,76.52,393978.51,367835.41,26143.1,1965,146750,0.88,372.83,-1.13,146377.17,136663.94,9713.23
01/08/2012,Aug-12,Paul Posluszn  ,Black Mesa,Theta,18,Standard,Theta 18 Pack Standard,Regular,17646,1141337,99.95,2899.69,64.68,1138437.31,1062895.34,75541.97,-26026,-1484570,0.36,-3771.7,4.55,-1480798.3,-1382538.09,-98260.21
01/08/2012,Aug-12,Ryan Scot,LexCorp,Gamma,12,Standard,Gamma 12 Pack Standard,Budget,1541,99739,96.71,253.4,64.72,99485.6,92884.3,6601.3,-345,-17978,-0.53,-45.67,2.3,-17932.33,-16742.22,-1190.11
01/08/2012,Aug-12,Shane McGrego  ,MomCorp,Alpha,12,Standard,Alpha 12 Pack Standard,Regular,942,79199,75.45,201.22,84.08,78997.78,73756.16,5241.62,-258,-18641,-0.13,-47.35,2.55,-18593.65,-17359.1,-1234.55
01/08/2012,Aug-12,Rob Bolde  ,MomCorp,Alpha,18,Standard,Alpha 18 Pack Standard,Regular,2165,159641,95.32,405.58,73.74,159235.42,148668.98,10566.44,-114,-10259,-0.12,-26.07,-0.81,-10232.93,-9553.73,-679.2
01/08/2012,Aug-12,John Bronso,Rekall,Beta,8,Standard,Beta 8 Pack Standard,Premium,1136,132190,98.17,335.84,116.36,131854.16,123105.01,8749.15,-174,-19970,0.5,-50.74,0.21,-19919.26,-18597.31,-1321.95
01/08/2012,Aug-12,Alan Zemaiti  ,Rekall,Beta,12,Deluxe,Beta 12 Pack Deluxe,Premium,99,11883,27.14,30.19,120.03,11852.81,11066.3,786.51,-271,-32668,-11.84,-82.99,-0.38,-32585.01,-30422.42,-2162.59
01/08/2012,Aug-12,Chris Gante  ,Rekall,Beta,12,Giftset,Beta 12 Pack Giftset,Premium,2864,332252,97.16,844.12,116.01,331407.88,309417.3,21990.58,-89,-14861,-0.2,-37.75,-1.54,-14823.25,-13838.88,-984.37
01/08/2012,Aug-12,Steve Delic,Rekall,Beta,12,Standard,Beta 12 Pack Standard,Premium,11270,1096422,99.96,2785.57,97.29,1093636.43,1021066.9,72569.53,6834,627825,0.25,1595.05,-8.35,626229.95,584675.71,41554.24
01/08/2012,Aug-12,Paul Croni  ,Rekall,Beta,18,Standard,Beta 18 Pack Standard,Premium,5411,510621,97.55,1297.28,94.37,509323.72,475526.94,33796.78,317,16309,0.01,41.43,-2.67,16267.57,15188.29,1079.28
01/08/2012,Aug-12,Maurice Humphre,Rekall,Beta,60,Standard,Beta 60 Pack Standard,Premium,672,68729,33.37,174.61,102.28,68554.39,64005.19,4549.2,23,2802,3.29,7.11,0.7,2794.89,2609.42,185.47
01/08/2012,Aug-12,Brent Wilkerso  ,Stark Ind,Omega,12,Standard,Omega 12 Pack Standard,Budget,351,22123,55.41,56.21,63.03,22066.79,20602.71,1464.08,-83,-5211,-11.96,-13.23,0.05,-5197.77,-4852.3,-345.47
01/08/2012,Aug-12,Mick Blosse,Tyrell Corp,Kappa,8,Standard,Kappa 8 Pack Standard,Regular,1147,87306,86.14,221.81,76.12,87084.19,81305.62,5778.57,70,3347,-6.25,8.5,-1.84,3338.5,3117.35,221.15
01/08/2012,Aug-12,Dan Conno  ,Tyrell Corp,Kappa,12,Standard,Kappa 12 Pack Standard,Regular,3502,245422,99.86,623.52,70.08,244798.48,228554.21,16244.27,429,30155,1.12,76.61,0.03,30078.39,28081.76,1996.63
01/08/2012,Aug-12,Anthony Morell  ,Tyrell Corp,Kappa,18,Standard,Kappa 18 Pack Standard,Regular,5737,352992,94.79,896.81,61.53,352095.19,328731.5,23363.69,1598,84052,0.89,213.54,-3.45,83838.46,78274.89,5563.57
